CN101071207,建平县,朝阳,辽宁,中国,41.402576,119.642365
CN101071301,盘锦,盘锦,辽宁,中国,41.124485,122.06957
CN101071302,大洼,盘锦,辽宁,中国,40.994427,122.07171
CN101071303,盘山,盘锦,辽宁,中国,41.2407,121.98528
CN101071304,双台子,盘锦,辽宁,中国,41.190365,122.05573
CN101071305,兴隆台,盘锦,辽宁,中国,41.12242,122.071625
CN101071401,葫芦岛,葫芦岛,辽宁,中国,40.755573,120.85639
CN101071402,建昌,葫芦岛,辽宁,中国,40.81287,119.80778
CN101071403,绥中,葫芦岛,辽宁,中国,40.328407,120.34211
CN101071404,兴城,葫芦岛,辽宁,中国,40.61941,120.72936
CN101071405,连山,葫芦岛,辽宁,中国,40.755142,120.85937
CN101071406,龙港,葫芦岛,辽宁,中国,40.70999,120.83857
CN101071407,南票,葫芦岛,辽宁,中国,41.098812,120.75231
CN101080101,呼和浩特,呼和浩特,内蒙古,中国,40.81831,111.6708
CN101080102,土左旗,呼和浩特,内蒙古,中国,40.41,111.09
CN101080103,托县,呼和浩特,内蒙古,中国,40.16,111.11
CN101080104,和林,呼和浩特,内蒙古,中国,40.380287,111.82414
CN101080105,清水河,呼和浩特,内蒙古,中国,39.91248,111.67222
CN101080106,赛罕,呼和浩特,内蒙古,中国,40.807835,111.69846
CN101080107,武川,呼和浩特,内蒙古,中国,41.094482,111.456566
CN101080108,新城,呼和浩特,内蒙古,中国,40.826225,111.68597
CN101080109,回民,呼和浩特,内蒙古,中国,40.815147,111.66216
CN101080110,玉泉,呼和浩特,内蒙古,中国,40.79942,111.66543
CN101080201,包头,包头,内蒙古,中国,40.65817,109.84041
CN101080202,白云鄂博,包头,内蒙古,中国,41.769245,109.97016
CN101080203,满都拉,包头,内蒙古,中国,42.53366,110.12258
CN101080204,土右旗,包头,内蒙古,中国,40.33,110.32
CN101080205,固阳,包头,内蒙古,中国,41.030003,110.06342
CN101080206,达茂旗,包头,内蒙古,中国,41.42,110.26
CN101080207,希拉穆仁,包头,内蒙古,中国,41.32316,111.23631
CN101080208,东河,包头,内蒙古,中国,40.587055,110.02689
